#x,			  y
-2.000000000000000000e+00, -3.486209254574575978e-01
-1.939999999999999947e+00, -5.061494218075264229e-01
-1.879999999999999893e+00, -5.248301672956516839e-01
-1.820000000000000062e+00, 3.930801574478182125e-02
-1.760000000000000009e+00, -4.241336268174670243e-01
-1.699999999999999956e+00, -1.232457605742178774e-01
-1.640000000000000124e+00, 6.071723626190057566e-01
-1.580000000000000071e+00, 4.738418534752742994e-01
-1.520000000000000018e+00, 7.212648570413300320e-01
-1.459999999999999964e+00, 6.350173273214854142e-01
-1.399999999999999911e+00, 9.821143933528697634e-01
-1.340000000000000080e+00, 1.035597497256159016e+00
-1.280000000000000027e+00, 6.280029856423942070e-01
-1.219999999999999973e+00, 1.078170257429945655e+00
-1.160000000000000142e+00, 1.294307440601789816e+00
-1.100000000000000089e+00, 9.145978364260090032e-01
-1.040000000000000036e+00, 1.161675897482943309e+00
-9.799999999999999822e-01, 1.932731289710377443e+00
-9.199999999999999289e-01, 1.423680804391848298e+00
-8.600000000000000977e-01, 1.478507739465436455e+00
-8.000000000000000444e-01, 2.316731525818728432e+00
-7.399999999999999911e-01, 1.730613913563500361e+00
-6.800000000000001599e-01, 2.567539936203809603e+00
-6.200000000000001066e-01, 1.764224852837803059e+00
-5.600000000000000533e-01, 2.878774618823390252e+00
-5.000000000000000000e-01, 2.066486543951506771e+00
-4.399999999999999467e-01, 2.547627036944587253e+00
-3.800000000000001155e-01, 3.188131981116954172e+00
-3.200000000000000622e-01, 3.260295340521971230e+00
-2.600000000000000089e-01, 3.134355056730646183e+00
-2.000000000000001776e-01, 3.188470238253135136e+00
-1.400000000000001243e-01, 3.329897484250110562e+00
-8.000000000000007105e-02, 2.940062689277405994e+00
-2.000000000000001776e-02, 3.037872344288954807e+00
4.000000000000003553e-02, 3.321543143088517613e+00
1.000000000000000888e-01, 3.444948846892628147e+00
1.600000000000001421e-01, 3.580889822581441173e+00
2.199999999999997513e-01, 4.225265159388756686e+00
2.799999999999998046e-01, 3.953154603755603791e+00
3.399999999999998579e-01, 4.027429651338285232e+00
3.999999999999999112e-01, 4.641033699948350133e+00
4.599999999999999645e-01, 4.652409592087099810e+00
5.200000000000000178e-01, 4.489788771831458192e+00
5.800000000000000711e-01, 4.934861475732784442e+00
6.399999999999996803e-01, 4.762641541272998325e+00
6.999999999999997335e-01, 5.100056255182714438e+00
7.599999999999997868e-01, 4.861769890512535497e+00
8.199999999999998401e-01, 5.372284043679264265e+00
8.799999999999998934e-01, 5.740768476790234054e+00
9.399999999999999467e-01, 5.728261651905387275e+00
1.000000000000000000e+00, 5.827326939389115168e+00
1.060000000000000053e+00, 5.854709059939884774e+00
1.120000000000000107e+00, 5.933626435985032366e+00
1.179999999999999716e+00, 5.904934415608016351e+00
1.239999999999999769e+00, 6.316108049303683636e+00
1.299999999999999822e+00, 6.058338560013575069e+00
1.359999999999999876e+00, 5.839713185737455348e+00
1.419999999999999929e+00, 5.991482897509434302e+00
1.479999999999999982e+00, 6.654364624100702841e+00
1.540000000000000036e+00, 6.328436517637016756e+00
1.599999999999999645e+00, 6.512002930192115180e+00
1.659999999999999698e+00, 7.149813532502612645e+00
1.719999999999999751e+00, 6.592918703630247457e+00
1.779999999999999805e+00, 7.488252767900983820e+00
1.839999999999999858e+00, 7.159451332338861107e+00
1.899999999999999911e+00, 7.757571745068356783e+00
1.959999999999999964e+00, 7.372900730641406497e+00
2.019999999999999574e+00, 7.468726829426166169e+00
2.080000000000000071e+00, 7.911388094872288335e+00
2.139999999999999680e+00, 8.277909808999394770e+00
2.200000000000000178e+00, 8.183716396585476005e+00
2.259999999999999787e+00, 8.490654289041048131e+00
2.320000000000000284e+00, 8.461989250380222316e+00
2.379999999999999893e+00, 8.272173189041255981e+00
2.439999999999999503e+00, 7.906010064602925880e+00
2.500000000000000000e+00, 8.122030718956541051e+00
2.559999999999999609e+00, 8.275100058208760601e+00
2.620000000000000107e+00, 8.266128598972144914e+00
2.679999999999999716e+00, 8.556072125744844215e+00
2.740000000000000213e+00, 8.615085604108481121e+00
2.799999999999999822e+00, 9.026197585945899604e+00
2.859999999999999432e+00, 9.516065451566925404e+00
2.919999999999999929e+00, 9.541512528211576694e+00
2.979999999999999538e+00, 9.136235461859724793e+00
3.040000000000000036e+00, 9.613472057746625055e+00
3.099999999999999645e+00, 9.254432379135010933e+00
3.160000000000000142e+00, 1.003135120237801736e+01
3.219999999999999751e+00, 9.524436183379298981e+00
3.279999999999999361e+00, 1.005228852379040028e+01
3.339999999999999858e+00, 1.056975232451341284e+01
3.399999999999999467e+00, 1.000860730395697828e+01
3.459999999999999964e+00, 1.042530636773354402e+01
3.519999999999999574e+00, 1.102075395057630658e+01
3.580000000000000071e+00, 1.095420321470361991e+01
3.639999999999999680e+00, 1.109219750167564023e+01
3.700000000000000178e+00, 1.068923885126031337e+01
3.759999999999999787e+00, 1.108242675997444771e+01
3.819999999999999396e+00, 1.076680188122548643e+01
3.879999999999999893e+00, 1.158682491613386212e+01
3.939999999999999503e+00, 1.182907660677551398e+01
4.000000000000000000e+00, 1.181256100388103469e+01
